,code,name,nameshort
4796,SHIM,Shimmick Corp,Shimmick
4797,IVCPU,Swiftmerge Acquisition Corp,Swiftmerge Acquisition
4798,SCM,Stellus Capital Investment Corp,Stellus Capital Investment
4799,SBT,Sterling Bancorp Inc,Sterling Bancorp
4800,SGHC,SGHC Ltd,SGHC
4801,IOT,Samsara Inc,Samsara
4802,SINT,SINTX Technologies Inc,SINTX Technologies
4803,SVMH,SRIVARU Holding Ltd,SRIVARU Holding
4804,STLA,Stellantis NV,Stellantis
4805,EDTK,Skillful Craftsman Education Technology Ltd,Skillful Craftsman Education Technology
4806,SDHC,Smith Douglas Homes Corp,Smith Douglas Homes
4807,SHFS,SHF Holdings Inc,SHF Holdings
4808,SYT,SYLA Technologies Co Ltd,SYLA Technologies
4809,SNDR,Schneider National Inc,Schneider National
4810,SPFI,South Plains Financial Inc,South Plains Financial
4811,CRM,Salesforce Inc,Salesforce
4812,SPRC,Scisparc Ltd,Scisparc
4813,SB,Safe Bulkers Inc,Safe Bulkers
4814,SVRA,Savara Inc,Savara
4815,LAES,Sealsq Corp,Sealsq
4816,STRA,Strategic Education Inc,Strategic Education
4817,SUZ,Suzano SA,Suzano
4818,SCNI,Scinai Immunotherapeutics Ltd,Scinai Immunotherapeutics
4819,SGHT,Sight Sciences Inc,Sight Sciences
4820,SNY,Sanofi SA,Sanofi
4821,SHIP,Seanergy Maritime Holdings Corp,Seanergy Maritime Holdings
4822,SPNS,Sapiens International Corporation NV,Sapiens Internationaloration
4823,DTC,Solo Brands Inc,Solo Brands
4824,SSSS,SuRo Capital Corp,SuRo Capital
4825,SPI,SPI Energy Co Ltd,SPI Energy
4826,STG,Sunlands Technology Group,Sunlands Technology Group
4827,SIG,Signet Jewelers Ltd,Signet Jewelers
4828,SHCR,Sharecare Inc,Sharecare
4829,TU,Telus Corp,Telus
4830,TTWO,Take-Two Interactive Software Inc,Take-Two Interactive Software
4831,TLPH,Talphera Inc,Talphera
4832,TWG,Top Wealth Group Holding Ltd,Top Wealth Group Holding
4833,TTMI,TTM Technologies Inc,TTM Technologies
4834,TMTCU,TMT Acquisition Corp,TMT Acquisition
4835,TRP,TC Energy Corp,TC Energy
4836,TBRG,TruBridge Inc,TruBridge
4837,TCBC,TC Bancshares Inc,TC Bancshares
4838,TBNK,Territorial Bancorp Inc,Territorial Bancorp
4839,TENX,Tenax Therapeutics Inc,Tenax Therapeutics
4840,TLS,Telos Corp,Telos
4841,TS,Tenaris SA,Tenaris
4842,TPR,Tapestry Inc,Tapestry
4843,RIG,Transocean Ltd,Transocean
4844,TUP,Tupperware Brands Corp,Tupperware Brands
4845,TRV,Travelers Companies Inc,Travelersmpanies
4846,TG,Tredegar Corp,Tredegar
4847,TCOM,Trip.com Group Ltd,Trip.com Group
4848,TOWN,TowneBank,TowneBank
4849,TSAT,Telesat Corp,Telesat
4850,TSE,Trinseo PLC,Trinseo
4851,TISI,Team Inc,Team
4852,LLAP,Terran Orbital Corp,Terran Orbital
4853,TRTL.U,TortoiseEcofin Acquisition Corp III,TortoiseEcofin Acquisition III
4854,TGNA,Tegna Inc,Tegna
4855,TRVI,Trevi Therapeutics Inc,Trevi Therapeutics
4856,TMTC,TMT Acquisition Corp,TMT Acquisition
4857,TAK,Takeda Pharmaceutical Co Ltd,Takeda Pharmaceutical
4858,TNK,Teekay Tankers Ltd,Teekay Tankers
4859,TCX,Tucows Inc,Tucows
4860,TLGYU,TLGY Acquisition Corp,TLGY Acquisition
4861,TSM,Taiwan Semiconductor Manufacturing Co Ltd,Taiwan Semiconductor Manufacturing
4862,TRML,Tourmaline Bio Inc,Tourmaline Bio
4863,TWST,Twist Bioscience Corp,Twist Bioscience
4864,VIV,Telefonica Brasil SA,Telefonica Brasil
4865,TSBK,Timberland Bancorp Inc,Timberland Bancorp
4866,TITN,Titan Machinery Inc,Titan Machinery
4867,TDS,Telephone and Data Systems Inc,Telephone and Data Systems
4868,TMDX,Transmedics Group Inc,Transmedics Group
4869,TVGN,Tevogen Bio Holdings Inc,Tevogen Bio Holdings
4870,TTI,Tetra Technologies Inc,Tetra Technologies
4871,TR,Tootsie Roll Industries Inc,Tootsie Roll Industries
4872,TRN,Trinity Industries Inc,Trinity Industries
4873,TTGT,TechTarget Inc,TechTarget
4874,TWO,Two Harbors Investment Corp,Two Harbors Investment
4875,TVTX,Travere Therapeutics Inc,Travere Therapeutics
4876,TRSG,Tungray Technologies Inc,Tungray Technologies
4877,TCTM,TCTM Kids IT Education Inc,TCTM Kids IT Education
4878,TUYA,Tuya Inc,Tuya
4879,TRAW,Traws Pharma Inc,Traws Pharma
4880,TFFP,TFF Pharmaceuticals Inc,TFF Pharmaceuticals
4881,TTNP,Titan Pharmaceuticals Inc,Titan Pharmaceuticals
4882,TH,Target Hospitality Corp,Target Hospitality
4883,TCBIO,Texas Capital Bancshares Inc,Texas Capital Bancshares
4884,TELO,Telomir Pharmaceuticals Inc,Telomir Pharmaceuticals
4885,TENKU,TenX Keane Acquisition,TenX Keane Acquisition
4886,TXT,Textron Inc,Textron
4887,DJT,Trump Media & Technology Group Corp,Trump Media & Technology Group
4888,TSBX,Turnstone Biologics Corp,Turnstone Biologics
4889,TPH,Tri Pointe Homes Inc (Delaware),Tri Pointe Homes (Delaware)
4890,TGS,Transportadora de Gas del Sur SA,Transportadora de Gas del Sur
4891,TOL,Toll Brothers Inc,Toll Brothers
4892,SKT,Tanger Inc,Tanger
4893,TWLV,Twelve Seas Investment Co II,Twelve Seas Investment II
4894,TSQ,Townsquare Media Inc,Townsquare Media
4895,TROX,Tronox Holdings PLC,Tronox Holdings
4896,TIMB,Tim SA,Tim
4897,TFC,Truist Financial Corp,Truist Financial
4898,TJX,TJX Companies Inc,TJXmpanies
4899,TRGP,Targa Resources Corp,Targa Resources
4900,TASK,Taskus Inc,Taskus
4901,TGAAU,Target Global Acquisition I Corp,Target Global Acquisition I
4902,TTC,Toro Co,Toro
4903,TXN,Texas Instruments Inc,Texas Instruments
4904,TGL,Treasure Global Inc,Treasure Global
4905,TFIN,Triumph Financial Inc,Triumph Financial
4906,FTI,TechnipFMC PLC,TechnipFMC
4907,TROW,T Rowe Price Group Inc,T Rowe Price Group
4908,TPL,Texas Pacific Land Corp,Texas Pacific Land
4909,TXRH,Texas Roadhouse Inc,Texas Roadhouse
4910,TT,Trane Technologies PLC,Trane Technologies
4911,TTEK,Tetra Tech Inc,Tetra Tech
4912,TSLA,Tesla Inc,Tesla
4913,TX,Ternium SA,Ternium
4914,TTE,TotalEnergies SE,TotalEnergies
4915,TRUG,Trugolf Holdings Inc,Trugolf Holdings
4916,TNL,Travel + Leisure Co,Travel + Leisure
4917,TPG,TPG Inc,TPG
4918,TNC,Tennant Co,Tennant
4919,TRVG,Trivago NV,Trivago
4920,TWLVU,Twelve Seas Investment Co II,Twelve Seas Investment II
4921,TURB,Turbo Energy SA,Turbo Energy
4922,TRU,TransUnion,TransUnion
4923,TECK,Teck Resources Ltd,Teck Resources
4924,TEVA,Teva Pharmaceutical Industries Ltd,Teva Pharmaceutical Industries
4925,TWIN,Twin Disc Inc,Twin Disc
4926,TLK,Telkom Indonesia (Persero) Tbk PT,Telkom Indonesia (Persero) Tbk PT
4927,TRIN,Trinity Capital Inc,Trinity Capital
4928,ERIC,Telefonaktiebolaget LM Ericsson,Telefonaktiebolaget LM Ericsson
4929,TRMK,Trustmark Corp,Trustmark
4930,TRIS.U,Tristar Acquisition I Corp,Tristar Acquisition I
4931,TK,Teekay Corp,Teekay
4932,TMO,Thermo Fisher Scientific Inc,Thermo Fisher Scientific
4933,TKR,Timken Co,Timken
4934,TRIB,Trinity Biotech PLC,Trinity Biotech
4935,TACT,TransAct Technologies Inc,TransAct Technologies
4936,TWI,Titan International Inc,Titan International
4937,TCMD,Tactile Systems Technology Inc,Tactile Systems Technology
4938,TSHA,Taysha Gene Therapies Inc,Taysha Gene Therapies
4939,TTSH,Tile Shop Holdings Inc,Tile Shop Holdings
4940,TXO,TXO Partners LP,TXO Partners LP
4941,TTEC,TTEC Holdings Inc,TTEC Holdings
4942,TSCO,Tractor Supply Co,Tractor Supply
4943,WULF,Terawulf Inc,Terawulf
4944,TXMD,TherapeuticsMD Inc,TherapeuticsMD
4945,TRIS,Tristar Acquisition I Corp,Tristar Acquisition I
4946,TETEU,Technology & Telecommunication Acquisition Corp,Technology & Telecommunication Acquisition
4947,TLGY,TLGY Acquisition Corp,TLGY Acquisition
4948,TRIP,Tripadvisor Inc,Tripadvisor
4949,THR,Thermon Group Holdings Inc,Thermon Group Holdings
4950,TROO,TROOPS Inc,TROOPS
4951,TEF,Telefonica SA,Telefonica
4952,TSEM,Tower Semiconductor Ltd,Tower Semiconductor
4953,TDC,Teradata Corp,Teradata
4954,TNET,TriNet Group Inc,TriNet Group
4955,TETE,Technology & Telecommunication Acquisition Corp,Technology & Telecommunication Acquisition
4956,CURV,Torrid Holdings Inc,Torrid Holdings
4957,TAOP,Taoping Inc,Taoping
4958,TKC,Turkcell Iletisim Hizmetleri AS,Turkcell Iletisim Hizmetleri AS
4959,TNDM,Tandem Diabetes Care Inc,Tandem Diabetes Care
4960,COOK,Traeger Inc,Traeger
4961,TRUP,Trupanion Inc,Trupanion
4962,TYRA,Tyra Biosciences Inc,Tyra Biosciences
4963,TARS,Tarsus Pharmaceuticals Inc,Tarsus Pharmaceuticals
4964,THRY,Thryv Holdings Inc,Thryv Holdings
4965,THTX,Theratechnologies Inc,Theratechnologies
4966,THMO,Thermogenesis Holdings Inc,Thermogenesis Holdings
4967,TELA,TELA Bio Inc,TELA Bio
4968,TPB,Turning Point Brands Inc,Turning Point Brands
4969,IDAI,T Stamp Inc,T Stamp
4970,TBLA,Taboola.com Ltd,Taboola.com
4971,TREX,Trex Co Inc,Trex
4972,TMHC,Taylor Morrison Home Corp,Taylor Morrison Home
4973,TENB,Tenable Holdings Inc,Tenable Holdings
4974,TAL,TAL Education Group,TAL Education Group
4975,TRI,Thomson Reuters Corp,Thomson Reuters
4976,THRD,Third Harmonic Bio Inc,Third Harmonic Bio
4977,TBPH,Theravance Biopharma Inc,Theravance Biopharma
4978,TAC,TransAlta Corp,TransAlta
4979,TNON,Tenon Medical Inc,Tenon Medical
4980,TPVG,Triplepoint Venture Growth BDC Corp,Triplepoint Venture Growth BDC
4981,TAIT,Taitron Components Inc,Taitronmponents
4982,TRMD,Torm PLC,Torm
4983,TW,Tradeweb Markets Inc,Tradeweb Markets
4984,TMUS,T-Mobile US Inc,T-Mobile US
4985,TANH,Tantech Holdings Ltd,Tantech Holdings
4986,TEO,Telecom Argentina SA,Telecom Argentina
4987,TEX,Terex Corp,Terex
4988,TTD,Trade Desk Inc,Trade Desk
4989,TRVN,Trevena Inc,Trevena
4990,TRNS,Transcat Inc,Transcat
4991,TRTX,TPG RE Finance Trust Inc,TPG RE Finance Trust
4992,TBI,TrueBlue Inc,TrueBlue
4993,TWKS,Thoughtworks Holding Inc,Thoughtworks Holding
4994,TLIS,Talis Biomedical Corp,Talis Biomedical
4995,THC,Tenet Healthcare Corp,Tenet Healthcare
4996,TNGX,Tango Therapeutics Inc,Tango Therapeutics
4997,TCBP,TC BioPharm Ltd,TC BioPharm
4998,TMC,TMC the metals company Inc,TMC the metals company
4999,TEL,TE Connectivity Ltd,TEnnectivity
5000,THCP,Thunder Bridge Capital Partners IV Inc,Thunder Bridge Capital Partners IV
5001,TENK,TenX Keane Acquisition,TenX Keane Acquisition
5002,TSN,Tyson Foods Inc,Tyson Foods
5003,TLYS,Tillys Inc,Tillys
5004,TPC,Tutor Perini Corp,Tutor Perini
5005,TCBS,Texas Community Bancshares Inc,Texasmmunity Bancshares
5006,TCRX,TScan Therapeutics Inc,TScan Therapeutics
5007,TDOC,Teladoc Health Inc,Teladoc Health
5008,TSRI,TSR Inc,TSR
5009,TIPT,Tiptree Inc,Tiptree
5010,TWLO,Twilio Inc,Twilio
5011,TRTL,TortoiseEcofin Acquisition Corp III,TortoiseEcofin Acquisition III
5012,TFINP,Triumph Financial Inc,Triumph Financial
5013,TERN,Terns Pharmaceuticals Inc,Terns Pharmaceuticals
5014,HEAR,Turtle Beach Corp,Turtle Beach
5015,TOST,Toast Inc,Toast
5016,TOMZ,TOMI Environmental Solutions Inc,TOMI Environmental Solutions
5017,BLD,TopBuild Corp,TopBuild
5018,TLRY,Tilray Brands Inc,Tilray Brands
5019,TGI,Triumph Group Inc,Triumph Group
5020,TC,TuanChe Ltd,TuanChe
5021,TIRX,Tian Ruixiang Holdings Ltd,Tian Ruixiang Holdings
5022,RNAZ,Transcode Therapeutics Inc,Transcode Therapeutics
5023,TCJH,Top KingWin Ltd,Top KingWin
5024,TORO,Toro Corp,Toro
5025,TMCI,Treace Medical Concepts Inc,Treace Medicalncepts
5026,THAR,Tharimmune Inc,Tharimmune
5027,TTOO,T2 Biosystems Inc,T2 Biosystems
5028,TYL,Tyler Technologies Inc,Tyler Technologies
5029,TCBX,Third Coast Bancshares Inc,Thirdast Bancshares
5030,PETZ,TDH Holdings Inc,TDH Holdings
5031,TBIO,Telesis Bio Inc,Telesis Bio
5032,TZOO,Travelzoo,Travelzoo
5033,TFII,TFI International Inc,TFI International
5034,TDW,Tidewater Inc,Tidewater
5035,TDUP,ThredUp Inc,ThredUp
5036,TRMB,Trimble Inc,Trimble
5037,TGT,Target Corp,Target
5038,NCTY,The9 Ltd,The9
5039,TCON,TRACON Pharmaceuticals Inc,TRACON Pharmaceuticals
5040,THCH,TH International Limited,TH International Limited
5041,TIXT,Telus International Cda Inc,Telus International Cda
5042,TFX,Teleflex Inc,Teleflex
5043,TPX,Tempur Sealy International Inc,Tempur Sealy International
5044,TDCX,TDCX Inc,TDCX
5045,TAYD,Taylor Devices Inc,Taylor Devices
5046,TGLS,Tecnoglass Inc,Tecnoglass
5047,MODG,Topgolf Callaway Brands Corp,Topgolf Callaway Brands
5048,THS,TreeHouse Foods Inc,TreeHouse Foods
5049,TER,Teradyne Inc,Teradyne
5050,TME,Tencent Music Entertainment Group,Tencent Music Entertainment Group
5051,TPIC,TPI Composites Inc,TPImposites
5052,THO,Thor Industries Inc,Thor Industries
5053,TALO,Talos Energy Inc,Talos Energy
5054,TDG,TransDigm Group Inc,TransDigm Group
5055,SNX,TD Synnex Corp,TD Synnex
5056,TDY,Teledyne Technologies Inc,Teledyne Technologies
5057,TBMC,Trailblazer Merger Corporation I,Trailblazer Mergeroration I
5058,TFPM,Triple Flag Precious Metals Corp,Triple Flag Precious Metals
5059,TRNO,Terreno Realty Corp,Terreno Realty
5060,TPCS,TechPrecision Corp,TechPrecision
5061,TM,Toyota Motor Corp,Toyota Motor
5062,MEDS,TRxADE Health Inc,TRxADE Health
5063,TRC,Tejon Ranch Co,Tejon Ranch
5064,TCI,Transcontinental Realty Investors Inc,Transcontinental Realty Investors
5065,TARO,Taro Pharmaceutical Industries Ltd,Taro Pharmaceutical Industries
5066,TCBI,Texas Capital Bancshares Inc,Texas Capital Bancshares
5067,TRUE,TrueCar Inc,TrueCar
5068,TATT,TAT Technologies Ltd,TAT Technologies
5069,TALK,Talkspace Inc,Talkspace
5070,TNYA,Tenaya Therapeutics Inc,Tenaya Therapeutics
5071,TRS,TriMas Corp,TriMas
5072,TGAN,Transphorm Technology Inc,Transphorm Technology
5073,TPST,Tempest Therapeutics Inc,Tempest Therapeutics
5074,TOUR,Tuniu Corp,Tuniu
5075,TCBK,Trico Bancshares,Trico Bancshares
5076,TNXP,Tonix Pharmaceuticals Holding Corp,Tonix Pharmaceuticals Holding
5077,VEEE,Twin Vee PowerCats Co,Twin Vee PowerCats
5078,TGAA,Target Global Acquisition I Corp,Target Global Acquisition I
5079,TFSL,TFS Financial Corp,TFS Financial
5080,TBLT,Toughbuilt Industries Inc,Toughbuilt Industries
5081,TD,Toronto-Dominion Bank,Toronto-Dominion Bank
5082,TYGO,Tigo Energy Inc,Tigo Energy
5083,TLF,Tandy Leather Factory Inc,Tandy Leather Factory
5084,TRST,TrustCo Bank Corp NY,TrustCo Bank NY
5085,TNP,Tsakos Energy Navigation Ltd,Tsakos Energy Navigation
5086,THCPU,Thunder Bridge Capital Partners IV Inc,Thunder Bridge Capital Partners IV
5087,TKO,TKO Group Holdings Inc,TKO Group Holdings
5088,TLSI,TriSalus Life Sciences Inc,TriSalus Life Sciences
5089,TGTX,TG Therapeutics Inc,TG Therapeutics
5090,TOP,TOP Financial Group Ltd,TOP Financial Group
5091,TLSA,Tiziana Life Sciences Ltd,Tiziana Life Sciences
5092,TIVC,Tivic Health Systems Inc,Tivic Health Systems
5093,ULH,Universal Logistics Holdings Inc,Universal Logistics Holdings
5094,UPBD,Upbound Group Inc,Upbound Group
5095,URBN,Urban Outfitters Inc,Urban Outfitters
5096,UBSI,United Bankshares Inc,United Bankshares
5097,USNA,USANA Health Sciences Inc,USANA Health Sciences
5098,UCBIO,United Community Banks Inc,Unitedmmunity Banks
5099,UGP,Ultrapar Participacoes SA,Ultrapar Participacoes
5100,UTMD,Utah Medical Products Inc,Utah Medical Products
5101,UE,Urban Edge Properties,Urban Edge Properties
5102,UPXI,Upexi Inc,Upexi
5103,UBXG,U-BX Technology Ltd,U-BX Technology
5104,UTZ,UTZ Brands Inc,UTZ Brands
5105,UCAR,U Power Ltd,U Power
5106,USM,United States Cellular Corp,United States Cellular
5107,UNF,UniFirst Corp,UniFirst
5108,UTSI,UTStarcom Holdings Corp,UTStarcom Holdings
5109,USCB,USCB Financial Holdings Inc,USCB Financial Holdings
5110,UBS,UBS Group AG,UBS Group AG
5111,UHS,Universal Health Services Inc,Universal Health Services
5112,UNP,Union Pacific Corp,Union Pacific
5113,UK,Ucommune International Ltd,Ucommune International
5114,ULS,UL Solutions Inc,UL Solutions
5115,UBFO,United Security Bancshares,United Security Bancshares
5116,USIO,Usio Inc,Usio
5117,UHG,United Homes Group Inc,United Homes Group
5118,SLCA,US Silica Holdings Inc,US Silica Holdings
5119,UPS,United Parcel Service Inc,United Parcel Service
5120,UHAL.B,U-Haul Holding Co,U-Haul Holding
5121,PRKS,United Parks & Resorts Inc,United Parks & Resorts
5122,UBX,UNITY Biotechnology Inc,UNITY Biotechnology
5123,UTHR,United Therapeutics Corp,United Therapeutics
5124,UMC,United Microelectronics Corp,United Microelectronics
5125,URI,United Rentals Inc,United Rentals
5126,UROY,Uranium Royalty Corp,Uranium Royalty
5127,UL,Unilever PLC,Unilever
5128,UHAL,U-Haul Holding Co,U-Haul Holding
5129,UFPI,Ufp Industries Inc,Ufp Industries
5130,UMBF,UMB Financial Corp,UMB Financial
5131,UFPT,UFP Technologies Inc,UFP Technologies
5132,WTO,Utime Ltd,Utime
5133,UNB,Union Bankshares Inc,Union Bankshares
5134,UCBI,United Community Banks Inc,Unitedmmunity Banks
5135,USLM,United States Lime & Minerals Inc,United States Lime & Minerals
5136,UI,Ubiquiti Inc,Ubiquiti
5137,UNM,Unum Group,Unum Group
5138,UVSP,Univest Financial Corp,Univest Financial
5139,UXIN,Uxin Ltd,Uxin
5140,USAU,US Gold Corp,US Gold
5141,UBER,Uber Technologies Inc,Uber Technologies
5142,UHT,Universal Health Realty Income Trust,Universal Health Realtyome Trust
5143,UWMC,UWM Holdings Corp,UWM Holdings
5144,UGI,UGI Corp,UGI
5145,UAL,United Airlines Holdings Inc,United Airlines Holdings
5146,U,Unity Software Inc,Unity Software
5147,UTL,Unitil Corp,Unitil
5148,UA,Under Armour Inc,Under Armour
5149,UNTY,Unity Bancorp Inc,Unity Bancorp
5150,UMH,UMH Properties Inc,UMH Properties
5151,X,United States Steel Corp,United States Steel
5152,UBCP,United Bancorp Inc,United Bancorp
5153,UG,United-Guardian Inc,United-Guardian
5154,UGRO,urban-gro Inc,urban-gro
5155,UNCY,Unicycive Therapeutics Inc,Unicycive Therapeutics
5156,UNH,Unitedhealth Group Inc,Unitedhealth Group
5157,URGN,Urogen Pharma Ltd,Urogen Pharma
5158,USGO,US GoldMining Inc,US GoldMining
5159,UCL,Ucloudlink Group Inc,Ucloudlink Group
5160,USPH,US Physical Therapy Inc,US Physical Therapy
5161,ULY,Urgent.ly Inc,Urgent.ly
5162,USFD,US Foods Holding Corp,US Foods Holding
5163,UPWK,Upwork Inc,Upwork
5164,USEA,United Maritime Corp,United Maritime
5165,UFCS,United Fire Group Inc,United Fire Group
5166,USB,US Bancorp,US Bancorp
5167,UIS,Unisys Corp,Unisys
5168,UPC,Universe Pharmaceuticals Inc,Universe Pharmaceuticals
5169,OLED,Universal Display Corp,Universal Display
5170,UVE,Universal Insurance Holdings Inc,Universal Insurance Holdings
5171,GROW,US Global Investors Inc,US Global Investors
5172,UONEK,Urban One Inc,Urban One
5173,ULTA,Ulta Beauty Inc,Ulta Beauty
5174,UEIC,Universal Electronics Inc,Universal Electronics
5175,UCTT,Ultra Clean Holdings Inc,Ultra Clean Holdings
5176,UFI,Unifi Inc,Unifi
5177,QURE,Uniqure NV,Uniqure
5178,ULBI,Ultralife Corp,Ultralife
5179,USAC,USA Compression Partners LP,USAmpression Partners LP
5180,UPST,Upstart Holdings Inc,Upstart Holdings
5181,TIGR,UP Fintech Holding Ltd,UP Fintech Holding
5182,UAA,Under Armour Inc,Under Armour
5183,UDMY,Udemy Inc,Udemy
5184,UONE,Urban One Inc,Urban One
5185,UPLD,Upland Software Inc,Upland Software
5186,UNFI,United Natural Foods Inc,United Natural Foods
5187,UTI,Universal Technical Institute Inc,Universal Technical Institute
5188,USEG,US Energy Corp,US Energy
5189,UNIT,Uniti Group Inc,Uniti Group
5190,UVV,Universal Corp,Universal
5191,USAP,Universal Stainless & Alloy Products Inc,Universal Stainless & Alloy Products
5192,UDR,UDR Inc,UDR
5193,RARE,Ultragenyx Pharmaceutical Inc,Ultragenyx Pharmaceutical
5194,PATH,UiPath Inc,UiPath
5195,VIAV,Viavi Solutions Inc,Viavi Solutions
5196,VMCA,Valuence Merger Corp I,Valuence Merger I
5197,VVOS,Vivos Therapeutics Inc,Vivos Therapeutics
5198,VICI,VICI Properties Inc,VICI Properties
5199,VYNE,Vyne Therapeutics Inc,Vyne Therapeutics
5200,VIR,Vir Biotechnology Inc,Vir Biotechnology
5201,VFF,Village Farms International Inc,Village Farms International
5202,VANI,Vivani Medical Inc,Vivani Medical
5203,VLO,Valero Energy Corp,Valero Energy
5204,VSACU,Vision Sensing Acquisition Corp,Vision Sensing Acquisition
5205,VVPR,VivoPower International PLC,VivoPower International
5206,VIK,Viking Holdings Ltd,Viking Holdings
5207,VCIG,VCI Global Ltd,VCI Global
5208,VALN,Valneva SE,Valneva
5209,VRNA,Verona Pharma PLC,Verona Pharma
5210,VHI,Valhi Inc,Valhi
5211,VIRX,Viracta Therapeutics Inc,Viracta Therapeutics
5212,VHC,VirnetX Holding Corp,VirnetX Holding
5213,VNET,VNET Group Inc,VNET Group
5214,VTEX,VTEX,VTEX
5215,VMAR,Vision Marine Technologies Inc,Vision Marine Technologies
5216,VVI,Viad Corp,Viad
5217,VEON,VEON Ltd,VEON
5218,VEV,Vicinity Motor Corp,Vicinity Motor
5219,GV,Visionary Holdings Inc,Visionary Holdings
5220,VRDN,Viridian Therapeutics Inc,Viridian Therapeutics
5221,VLY,Valley National Bancorp,Valley National Bancorp
5222,VERY,Vericity Inc,Vericity
5223,VS,Versus Systems Inc,Versus Systems
5224,VIVK,Vivakor Inc,Vivakor
5225,VBIV,VBI Vaccines Inc,VBI Vaccines
5226,VMD,Viemed Healthcare Inc,Viemed Healthcare
5227,VTGN,Vistagen Therapeutics Inc,Vistagen Therapeutics
5228,VALE,Vale SA,Vale
5229,VRN,Veren Inc,Veren
5230,VRNS,Varonis Systems Inc,Varonis Systems
5231,VNCE,Vince Holding Corp,Vince Holding
5232,VBTX,Veritex Holdings Inc,Veritex Holdings
5233,VINC,Vincerx Pharma Inc,Vincerx Pharma
5234,VLGEA,Village Super Market Inc,Village Super Market
5235,VBFC,Village Bank and Trust Financial Corp,Village Bank and Trust Financial
5236,V,Visa Inc,Visa
5237,VMC,Vulcan Materials Co,Vulcan Materials
5238,VVV,Valvoline Inc,Valvoline
5239,VSEC,VSE Corp,VSE
5240,VSTO,Vista Outdoor Inc,Vista Outdoor
5241,VIRT,Virtu Financial Inc,Virtu Financial
5242,VNOM,Viper Energy Inc,Viper Energy
5243,VST,Vistra Corp,Vistra
5244,VRSK,Verisk Analytics Inc,Verisk Analytics
5245,VMI,Valmont Industries Inc,Valmont Industries
5246,VRTS,Virtus Investment Partners Inc,Virtus Investment Partners
5247,MTN,Vail Resorts Inc,Vail Resorts
5248,VCNX,Vaccinex Inc,Vaccinex
5249,VRSN,"VeriSign, Inc","VeriSign,"
5250,VZ,Verizon Communications Inc,Verizonmmunications
